experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,and_no_comma,1,32,actress,Did the producer replace the actor?,yes,no,7
local_coherence,1,and_no_comma,1,32,quit,Did the producer replace the actor?,yes,no,8
local_coherence,1,and_no_comma,1,32,the,Did the producer replace the actor?,yes,no,9
local_coherence,1,and_no_comma,1,32,movie,Did the producer replace the actor?,yes,no,10
local_coherence,1,and_no_comma,1,32,after,Did the producer replace the actor?,yes,no,11
local_coherence,1,and_no_comma,1,32,the,Did the producer replace the actor?,yes,no,12
local_coherence,1,and_no_comma,1,32,fight.,Did the producer replace the actor?,yes,no,13
local_coherence,1,and_no_comma,1,30,Jim,Did the singer listen to the pianist?,no,yes,0
local_coherence,1,and_no_comma,1,30,listened,Did the singer listen to the pianist?,no,yes,1
local_coherence,1,and_no_comma,1,30,to,Did the singer listen to the pianist?,no,yes,2
local_coherence,1,and_no_comma,1,30,the,Did the singer listen to the pianist?,no,yes,3
local_coherence,1,and_no_comma,1,30,pianist,Did the singer listen to the pianist?,no,yes,4
local_coherence,1,and_no_comma,1,30,and,Did the singer listen to the pianist?,no,yes,5
local_coherence,1,and_no_comma,1,30,the,Did the singer listen to the pianist?,no,yes,6
local_coherence,1,and_no_comma,1,30,singer,Did the singer listen to the pianist?,no,yes,7
local_coherence,1,and_no_comma,1,30,watched,Did the singer listen to the pianist?,no,yes,8
local_coherence,1,and_no_comma,1,30,the,Did the singer listen to the pianist?,no,yes,9
local_coherence,1,and_no_comma,1,30,organist,Did the singer listen to the pianist?,no,yes,10
local_coherence,1,and_no_comma,1,30,at,Did the singer listen to the pianist?,no,yes,11
local_coherence,1,and_no_comma,1,30,the,Did the singer listen to the pianist?,no,yes,12
local_coherence,1,and_no_comma,1,30,concert.,Did the singer listen to the pianist?,no,yes,13
local_coherence,1,and_no_comma,1,29,The,Did the camper make a fire?,no,yes,0
local_coherence,1,and_no_comma,1,29,ranger,Did the camper make a fire?,no,yes,1
local_coherence,1,and_no_comma,1,29,gave,Did the camper make a fire?,no,yes,2
local_coherence,1,and_no_comma,1,29,matches,Did the camper make a fire?,no,yes,3
local_coherence,1,and_no_comma,1,29,to,Did the camper make a fire?,no,yes,4
local_coherence,1,and_no_comma,1,29,the,Did the camper make a fire?,no,yes,5
local_coherence,1,and_no_comma,1,29,camper,Did the camper make a fire?,no,yes,6
local_coherence,1,and_no_comma,1,29,and,Did the camper make a fire?,no,yes,7
local_coherence,1,and_no_comma,1,29,his,Did the camper make a fire?,no,yes,8
local_coherence,1,and_no_comma,1,29,friend,Did the camper make a fire?,no,yes,9
local_coherence,1,and_no_comma,1,29,made,Did the camper make a fire?,no,yes,10
local_coherence,1,and_no_comma,1,29,a,Did the camper make a fire?,no,yes,11
local_coherence,1,and_no_comma,1,29,fire,Did the camper make a fire?,no,yes,12
local_coherence,1,and_no_comma,1,29,by,Did the camper make a fire?,no,yes,13
local_coherence,1,and_no_comma,1,29,the,Did the camper make a fire?,no,yes,14
local_coherence,1,and_no_comma,1,29,tent.,Did the camper make a fire?,no,yes,15
local_coherence,1,and_no_comma,1,28,The,Did the little girl feed her dog?,no,yes,0
local_coherence,1,and_no_comma,1,28,little,Did the little girl feed her dog?,no,yes,1
local_coherence,1,and_no_comma,1,28,girl,Did the little girl feed her dog?,no,yes,2
local_coherence,1,and_no_comma,1,28,fed,Did the little girl feed her dog?,no,yes,3
local_coherence,1,and_no_comma,1,28,her,Did the little girl feed her dog?,no,yes,4
local_coherence,1,and_no_comma,1,28,pet,Did the little girl feed her dog?,no,yes,5
local_coherence,1,and_no_comma,1,28,cat,Did the little girl feed her dog?,no,yes,6
local_coherence,1,and_no_comma,1,28,and,Did the little girl feed her dog?,no,yes,7
local_coherence,1,and_no_comma,1,28,her,Did the little girl feed her dog?,no,yes,8
local_coherence,1,and_no_comma,1,28,dog,Did the little girl feed her dog?,no,yes,9
local_coherence,1,and_no_comma,1,28,wanted,Did the little girl feed her dog?,no,yes,10
local_coherence,1,and_no_comma,1,28,a,Did the little girl feed her dog?,no,yes,11
local_coherence,1,and_no_comma,1,28,can,Did the little girl feed her dog?,no,yes,12
local_coherence,1,and_no_comma,1,28,of,Did the little girl feed her dog?,no,yes,13
local_coherence,1,and_no_comma,1,28,"food,",Did the little girl feed her dog?,no,yes,14
local_coherence,1,and_no_comma,1,28,too.,Did the little girl feed her dog?,no,yes,15
local_coherence,1,and_no_comma,1,27,The,Did the tourist photograph the runner?,no,yes,0
local_coherence,1,and_no_comma,1,27,tourist,Did the tourist photograph the runner?,no,yes,1
local_coherence,1,and_no_comma,1,27,photographed,Did the tourist photograph the runner?,no,yes,2
local_coherence,1,and_no_comma,1,27,the,Did the tourist photograph the runner?,no,yes,3
local_coherence,1,and_no_comma,1,27,swimmer,Did the tourist photograph the runner?,no,yes,4
local_coherence,1,and_no_comma,1,27,and,Did the tourist photograph the runner?,no,yes,5
local_coherence,1,and_no_comma,1,27,the,Did the tourist photograph the runner?,no,yes,6
local_coherence,1,and_no_comma,1,27,runner,Did the tourist photograph the runner?,no,yes,7
local_coherence,1,and_no_comma,1,27,got,Did the tourist photograph the runner?,no,yes,8
local_coherence,1,and_no_comma,1,27,ready,Did the tourist photograph the runner?,no,yes,9
local_coherence,1,and_no_comma,1,27,for,Did the tourist photograph the runner?,no,yes,10
local_coherence,1,and_no_comma,1,27,the,Did the tourist photograph the runner?,no,yes,11
local_coherence,1,and_no_comma,1,27,race.,Did the tourist photograph the runner?,no,yes,12
local_coherence,1,and_no_comma,1,26,The,Did the swimmers mother try to console her?,yes,no,0
local_coherence,1,and_no_comma,1,26,swimmer,Did the swimmers mother try to console her?,yes,no,1
local_coherence,1,and_no_comma,1,26,disappointed,Did the swimmers mother try to console her?,yes,no,2
local_coherence,1,and_no_comma,1,26,her,Did the swimmers mother try to console her?,yes,no,3
local_coherence,1,and_no_comma,1,26,coach,Did the swimmers mother try to console her?,yes,no,4
local_coherence,1,and_no_comma,1,26,and,Did the swimmers mother try to console her?,yes,no,5
local_coherence,1,and_no_comma,1,26,her,Did the swimmers mother try to console her?,yes,no,6
local_coherence,1,and_no_comma,1,26,mother,Did the swimmers mother try to console her?,yes,no,7
local_coherence,1,and_no_comma,1,26,tried,Did the swimmers mother try to console her?,yes,no,8
local_coherence,1,and_no_comma,1,26,to,Did the swimmers mother try to console her?,yes,no,9
local_coherence,1,and_no_comma,1,26,console,Did the swimmers mother try to console her?,yes,no,10
local_coherence,1,and_no_comma,1,26,her.,Did the swimmers mother try to console her?,yes,no,11
local_coherence,1,and_no_comma,1,25,The,Did the child play quietly?,yes,no,0
local_coherence,1,and_no_comma,1,25,nurse,Did the child play quietly?,yes,no,1
local_coherence,1,and_no_comma,1,25,examined,Did the child play quietly?,yes,no,2
local_coherence,1,and_no_comma,1,25,the,Did the child play quietly?,yes,no,3
local_coherence,1,and_no_comma,1,25,mother,Did the child play quietly?,yes,no,4
local_coherence,1,and_no_comma,1,25,and,Did the child play quietly?,yes,no,5
local_coherence,1,and_no_comma,1,25,the,Did the child play quietly?,yes,no,6
local_coherence,1,and_no_comma,1,25,child,Did the child play quietly?,yes,no,7
local_coherence,1,and_no_comma,1,25,played,Did the child play quietly?,yes,no,8
local_coherence,1,and_no_comma,1,25,quietly,Did the child play quietly?,yes,no,9
local_coherence,1,and_no_comma,1,25,in,Did the child play quietly?,yes,no,10
local_coherence,1,and_no_comma,1,25,the,Did the child play quietly?,yes,no,11
local_coherence,1,and_no_comma,1,25,corner.,Did the child play quietly?,yes,no,12
local_coherence,1,relative_low,6,16,The,Was the grandfather of the policewoman troubled?,yes,no,0
local_coherence,1,relative_low,6,16,grandfather,Was the grandfather of the policewoman troubled?,yes,no,1
local_coherence,1,relative_low,6,16,of,Was the grandfather of the policewoman troubled?,yes,no,2
local_coherence,1,relative_low,6,16,the,Was the grandfather of the policewoman troubled?,yes,no,3
local_coherence,1,relative_low,6,16,policewoman,Was the grandfather of the policewoman troubled?,yes,no,4
local_coherence,1,relative_low,6,16,who,Was the grandfather of the policewoman troubled?,yes,no,5
local_coherence,1,relative_low,6,16,treated,Was the grandfather of the policewoman troubled?,yes,no,6
local_coherence,1,relative_low,6,16,herself,Was the grandfather of the policewoman troubled?,yes,no,7
local_coherence,1,relative_low,6,16,so,Was the grandfather of the policewoman troubled?,yes,no,8
local_coherence,1,relative_low,6,16,badly,Was the grandfather of the policewoman troubled?,yes,no,9
local_coherence,1,relative_low,6,16,was,Was the grandfather of the policewoman troubled?,yes,no,10
local_coherence,1,relative_low,6,16,troubled.,Was the grandfather of the policewoman troubled?,yes,no,11
local_coherence,1,relative_low,6,15,The,Did the nephew of the maid call the doctor?,yes,no,0
local_coherence,1,relative_low,6,15,nephew,Did the nephew of the maid call the doctor?,yes,no,1
local_coherence,1,relative_low,6,15,of,Did the nephew of the maid call the doctor?,yes,no,2
local_coherence,1,relative_low,6,15,the,Did the nephew of the maid call the doctor?,yes,no,3
local_coherence,1,relative_low,6,15,maid,Did the nephew of the maid call the doctor?,yes,no,4
local_coherence,1,relative_low,6,15,who,Did the nephew of the maid call the doctor?,yes,no,5
local_coherence,1,relative_low,6,15,cut,Did the nephew of the maid call the doctor?,yes,no,6
local_coherence,1,relative_low,6,15,herself,Did the nephew of the maid call the doctor?,yes,no,7
local_coherence,1,relative_low,6,15,with,Did the nephew of the maid call the doctor?,yes,no,8
local_coherence,1,relative_low,6,15,the,Did the nephew of the maid call the doctor?,yes,no,9
local_coherence,1,relative_low,6,15,knife,Did the nephew of the maid call the doctor?,yes,no,10
local_coherence,1,relative_low,6,15,called,Did the nephew of the maid call the doctor?,yes,no,11
local_coherence,1,relative_low,6,15,the,Did the nephew of the maid call the doctor?,yes,no,12
local_coherence,1,relative_low,6,15,doctor.,Did the nephew of the maid call the doctor?,yes,no,13
local_coherence,1,relative_low,6,14,The,Did the ballerina phone home?,no,yes,0
local_coherence,1,relative_low,6,14,brother,Did the ballerina phone home?,no,yes,1
local_coherence,1,relative_low,6,14,of,Did the ballerina phone home?,no,yes,2
local_coherence,1,relative_low,6,14,the,Did the ballerina phone home?,no,yes,3
local_coherence,1,relative_low,6,14,ballerina,Did the ballerina phone home?,no,yes,4
local_coherence,1,relative_low,6,14,who,Did the ballerina phone home?,no,yes,5
local_coherence,1,relative_low,6,14,found,Did the ballerina phone home?,no,yes,6
local_coherence,1,relative_low,6,14,herself,Did the ballerina phone home?,no,yes,7
local_coherence,1,relative_low,6,14,in,Did the ballerina phone home?,no,yes,8
local_coherence,1,relative_low,6,14,a,Did the ballerina phone home?,no,yes,9
local_coherence,1,relative_low,6,14,lot,Did the ballerina phone home?,no,yes,10
local_coherence,1,relative_low,6,14,of,Did the ballerina phone home?,no,yes,11
local_coherence,1,relative_low,6,14,trouble,Did the ballerina phone home?,no,yes,12
local_coherence,1,relative_low,6,14,phoned,Did the ballerina phone home?,no,yes,13
local_coherence,1,relative_low,6,14,home.,Did the ballerina phone home?,no,yes,14
local_coherence,1,relative_low,6,13,The,Was the princess embarrassed?,no,yes,0
local_coherence,1,relative_low,6,13,son,Was the princess embarrassed?,no,yes,1
local_coherence,1,relative_low,6,13,of,Was the princess embarrassed?,no,yes,2
local_coherence,1,relative_low,6,13,the,Was the princess embarrassed?,no,yes,3
local_coherence,1,relative_low,6,13,princess,Was the princess embarrassed?,no,yes,4
local_coherence,1,relative_low,6,13,who,Was the princess embarrassed?,no,yes,5
local_coherence,1,relative_low,6,13,scratched,Was the princess embarrassed?,no,yes,6
local_coherence,1,relative_low,6,13,herself,Was the princess embarrassed?,no,yes,7
local_coherence,1,relative_low,6,13,in,Was the princess embarrassed?,no,yes,8
local_coherence,1,relative_low,6,13,public,Was the princess embarrassed?,no,yes,9
local_coherence,1,relative_low,6,13,was,Was the princess embarrassed?,no,yes,10
local_coherence,1,relative_low,6,13,awfully,Was the princess embarrassed?,no,yes,11
local_coherence,1,relative_low,6,13,embarrassed.,Was the princess embarrassed?,no,yes,12
local_coherence,1,relative_high,5,8,The,Was the schoolboy concerned about the injury?,no,yes,0
local_coherence,1,relative_high,5,8,aunt,Was the schoolboy concerned about the injury?,no,yes,1
local_coherence,1,relative_high,5,8,of,Was the schoolboy concerned about the injury?,no,yes,2
local_coherence,1,relative_high,5,8,the,Was the schoolboy concerned about the injury?,no,yes,3
local_coherence,1,relative_high,5,8,schoolboy,Was the schoolboy concerned about the injury?,no,yes,4
local_coherence,1,relative_high,5,8,who,Was the schoolboy concerned about the injury?,no,yes,5
local_coherence,1,relative_high,5,8,hurt,Was the schoolboy concerned about the injury?,no,yes,6
local_coherence,1,relative_high,5,8,herself,Was the schoolboy concerned about the injury?,no,yes,7
local_coherence,1,relative_high,5,8,was,Was the schoolboy concerned about the injury?,no,yes,8
local_coherence,1,relative_high,5,8,concerned,Was the schoolboy concerned about the injury?,no,yes,9
local_coherence,1,relative_high,5,8,about,Was the schoolboy concerned about the injury?,no,yes,10
local_coherence,1,relative_high,5,8,the,Was the schoolboy concerned about the injury?,no,yes,11
local_coherence,1,relative_high,5,8,injury.,Was the schoolboy concerned about the injury?,no,yes,12
local_coherence,1,relative_high,5,7,The,Was the fireman anxious?,no,yes,0
local_coherence,1,relative_high,5,7,grandma,Was the fireman anxious?,no,yes,1
local_coherence,1,relative_high,5,7,of,Was the fireman anxious?,no,yes,2
local_coherence,1,relative_high,5,7,the,Was the fireman anxious?,no,yes,3
local_coherence,1,relative_high,5,7,fireman,Was the fireman anxious?,no,yes,4
local_coherence,1,relative_high,5,7,who,Was the fireman anxious?,no,yes,5
local_coherence,1,relative_high,5,7,criticized,Was the fireman anxious?,no,yes,6
local_coherence,1,relative_high,5,7,herself,Was the fireman anxious?,no,yes,7
local_coherence,1,relative_high,5,7,far,Was the fireman anxious?,no,yes,8
local_coherence,1,relative_high,5,7,too,Was the fireman anxious?,no,yes,9
local_coherence,1,relative_high,5,7,often,Was the fireman anxious?,no,yes,10
local_coherence,1,relative_high,5,7,was,Was the fireman anxious?,no,yes,11
local_coherence,1,relative_high,5,7,anxious.,Was the fireman anxious?,no,yes,12
local_coherence,1,relative_high,5,6,The,Had the grandfather of the woman been to prison?,yes,no,0
local_coherence,1,relative_high,5,6,grandfather,Had the grandfather of the woman been to prison?,yes,no,1
local_coherence,1,relative_high,5,6,of,Had the grandfather of the woman been to prison?,yes,no,2
local_coherence,1,relative_high,5,6,the,Had the grandfather of the woman been to prison?,yes,no,3
local_coherence,1,relative_high,5,6,woman,Had the grandfather of the woman been to prison?,yes,no,4
local_coherence,1,relative_high,5,6,who,Had the grandfather of the woman been to prison?,yes,no,5
local_coherence,1,relative_high,5,6,killed,Had the grandfather of the woman been to prison?,yes,no,6
local_coherence,1,relative_high,5,6,himself,Had the grandfather of the woman been to prison?,yes,no,7
local_coherence,1,relative_high,5,6,last,Had the grandfather of the woman been to prison?,yes,no,8
local_coherence,1,relative_high,5,6,summer,Had the grandfather of the woman been to prison?,yes,no,9
local_coherence,1,relative_high,5,6,had,Had the grandfather of the woman been to prison?,yes,no,10
local_coherence,1,relative_high,5,6,been,Had the grandfather of the woman been to prison?,yes,no,11
local_coherence,1,relative_high,5,6,to,Had the grandfather of the woman been to prison?,yes,no,12
local_coherence,1,relative_high,5,6,prison.,Had the grandfather of the woman been to prison?,yes,no,13
local_coherence,1,relative_high,5,5,The,Was the brother of the schoolgirl usually careful?,yes,no,0
local_coherence,1,relative_high,5,5,brother,Was the brother of the schoolgirl usually careful?,yes,no,1
local_coherence,1,relative_high,5,5,of,Was the brother of the schoolgirl usually careful?,yes,no,2
local_coherence,1,relative_high,5,5,the,Was the brother of the schoolgirl usually careful?,yes,no,3
local_coherence,1,relative_high,5,5,schoolgirl,Was the brother of the schoolgirl usually careful?,yes,no,4
local_coherence,1,relative_high,5,5,who,Was the brother of the schoolgirl usually careful?,yes,no,5
local_coherence,1,relative_high,5,5,burned,Was the brother of the schoolgirl usually careful?,yes,no,6
local_coherence,1,relative_high,5,5,himself,Was the brother of the schoolgirl usually careful?,yes,no,7
local_coherence,1,relative_high,5,5,was,Was the brother of the schoolgirl usually careful?,yes,no,8
local_coherence,1,relative_high,5,5,usually,Was the brother of the schoolgirl usually careful?,yes,no,9
local_coherence,1,relative_high,5,5,very,Was the brother of the schoolgirl usually careful?,yes,no,10
local_coherence,1,relative_high,5,5,careful.,Was the brother of the schoolgirl usually careful?,yes,no,11
local_coherence,1,relative_high,5,4,The,Was the lady popular at the party?,no,yes,0
local_coherence,1,relative_high,5,4,son,Was the lady popular at the party?,no,yes,1
local_coherence,1,relative_high,5,4,of,Was the lady popular at the party?,no,yes,2
local_coherence,1,relative_high,5,4,the,Was the lady popular at the party?,no,yes,3
local_coherence,1,relative_high,5,4,lady,Was the lady popular at the party?,no,yes,4
local_coherence,1,relative_high,5,4,who,Was the lady popular at the party?,no,yes,5
local_coherence,1,relative_high,5,4,politely,Was the lady popular at the party?,no,yes,6
local_coherence,1,relative_high,5,4,introduced,Was the lady popular at the party?,no,yes,7
local_coherence,1,relative_high,5,4,himself,Was the lady popular at the party?,no,yes,8
local_coherence,1,relative_high,5,4,was,Was the lady popular at the party?,no,yes,9
local_coherence,1,relative_high,5,4,popular,Was the lady popular at the party?,no,yes,10
local_coherence,1,relative_high,5,4,at,Was the lady popular at the party?,no,yes,11
local_coherence,1,relative_high,5,4,the,Was the lady popular at the party?,no,yes,12
local_coherence,1,relative_high,5,4,party.,Was the lady popular at the party?,no,yes,13
local_coherence,1,relative_high,5,3,The,Was the waitress shocked by the accident?,no,yes,0
local_coherence,1,relative_high,5,3,uncle,Was the waitress shocked by the accident?,no,yes,1
local_coherence,1,relative_high,5,3,of,Was the waitress shocked by the accident?,no,yes,2
local_coherence,1,relative_high,5,3,the,Was the waitress shocked by the accident?,no,yes,3
local_coherence,1,relative_high,5,3,waitress,Was the waitress shocked by the accident?,no,yes,4
local_coherence,1,relative_high,5,3,who,Was the waitress shocked by the accident?,no,yes,5
local_coherence,1,relative_high,5,3,hurt,Was the waitress shocked by the accident?,no,yes,6
local_coherence,1,relative_high,5,3,himself,Was the waitress shocked by the accident?,no,yes,7
local_coherence,1,relative_high,5,3,was,Was the waitress shocked by the accident?,no,yes,8
local_coherence,1,relative_high,5,3,shocked,Was the waitress shocked by the accident?,no,yes,9
local_coherence,1,relative_high,5,3,by,Was the waitress shocked by the accident?,no,yes,10
local_coherence,1,relative_high,5,3,the,Was the waitress shocked by the accident?,no,yes,11
local_coherence,1,relative_high,5,3,accident.,Was the waitress shocked by the accident?,no,yes,12
local_coherence,1,relative_high,5,2,The,Was the brother of the bride ashamed?,yes,no,0
local_coherence,1,relative_high,5,2,brother,Was the brother of the bride ashamed?,yes,no,1
local_coherence,1,relative_high,5,2,of,Was the brother of the bride ashamed?,yes,no,2
local_coherence,1,relative_high,5,2,the,Was the brother of the bride ashamed?,yes,no,3
local_coherence,1,relative_high,5,2,bride,Was the brother of the bride ashamed?,yes,no,4
local_coherence,1,relative_high,5,2,who,Was the brother of the bride ashamed?,yes,no,5
local_coherence,1,relative_high,5,2,embarrassed,Was the brother of the bride ashamed?,yes,no,6
local_coherence,1,relative_high,5,2,himself,Was the brother of the bride ashamed?,yes,no,7
local_coherence,1,relative_high,5,2,at,Was the brother of the bride ashamed?,yes,no,8
local_coherence,1,relative_high,5,2,the,Was the brother of the bride ashamed?,yes,no,9
local_coherence,1,relative_high,5,2,wedding,Was the brother of the bride ashamed?,yes,no,10
local_coherence,1,relative_high,5,2,felt,Was the brother of the bride ashamed?,yes,no,11
local_coherence,1,relative_high,5,2,ashamed.,Was the brother of the bride ashamed?,yes,no,12
local_coherence,1,adverb_high,3,55,Tom,Does Tom know where to put the tree?,no,yes,0
local_coherence,1,adverb_high,3,55,will,Does Tom know where to put the tree?,no,yes,1
local_coherence,1,adverb_high,3,55,plant,Does Tom know where to put the tree?,no,yes,2
local_coherence,1,adverb_high,3,55,the,Does Tom know where to put the tree?,no,yes,3
local_coherence,1,adverb_high,3,55,tree,Does Tom know where to put the tree?,no,yes,4
local_coherence,1,adverb_high,3,55,he,Does Tom know where to put the tree?,no,yes,5
local_coherence,1,adverb_high,3,55,bought,Does Tom know where to put the tree?,no,yes,6
local_coherence,1,adverb_high,3,55,next,Does Tom know where to put the tree?,no,yes,7
local_coherence,1,adverb_high,3,55,"week,",Does Tom know where to put the tree?,no,yes,8
local_coherence,1,adverb_high,3,55,but,Does Tom know where to put the tree?,no,yes,9
local_coherence,1,adverb_high,3,55,he,Does Tom know where to put the tree?,no,yes,10
local_coherence,1,adverb_high,3,55,isn't,Does Tom know where to put the tree?,no,yes,11
local_coherence,1,adverb_high,3,55,sure,Does Tom know where to put the tree?,no,yes,12
local_coherence,1,adverb_high,3,55,where,Does Tom know where to put the tree?,no,yes,13
local_coherence,1,adverb_high,3,55,to,Does Tom know where to put the tree?,no,yes,14
local_coherence,1,adverb_high,3,55,put,Does Tom know where to put the tree?,no,yes,15
local_coherence,1,adverb_high,3,55,it.,Does Tom know where to put the tree?,no,yes,16
local_coherence,1,relative_high,5,1,The,Was the son of the actress under investigation?,yes,no,0
local_coherence,1,relative_high,5,1,son,Was the son of the actress under investigation?,yes,no,1
local_coherence,1,relative_high,5,1,of,Was the son of the actress under investigation?,yes,no,2
local_coherence,1,relative_high,5,1,the,Was the son of the actress under investigation?,yes,no,3
local_coherence,1,relative_high,5,1,actress,Was the son of the actress under investigation?,yes,no,4
local_coherence,1,relative_high,5,1,who,Was the son of the actress under investigation?,yes,no,5
local_coherence,1,relative_high,5,1,shot,Was the son of the actress under investigation?,yes,no,6
local_coherence,1,relative_high,5,1,himself,Was the son of the actress under investigation?,yes,no,7
local_coherence,1,relative_high,5,1,on,Was the son of the actress under investigation?,yes,no,8
local_coherence,1,relative_high,5,1,the,Was the son of the actress under investigation?,yes,no,9
local_coherence,1,relative_high,5,1,set,Was the son of the actress under investigation?,yes,no,10
local_coherence,1,relative_high,5,1,was,Was the son of the actress under investigation?,yes,no,11
local_coherence,1,relative_high,5,1,under,Was the son of the actress under investigation?,yes,no,12
local_coherence,1,relative_high,5,1,investigation.,Was the son of the actress under investigation?,yes,no,13
local_coherence,1,adverb_high,3,51,David,Will David cook the fish?,yes,no,0
local_coherence,1,adverb_high,3,51,caught,Will David cook the fish?,yes,no,1
local_coherence,1,adverb_high,3,51,the,Will David cook the fish?,yes,no,2
local_coherence,1,adverb_high,3,51,fish,Will David cook the fish?,yes,no,3
local_coherence,1,adverb_high,3,51,he,Will David cook the fish?,yes,no,4
local_coherence,1,adverb_high,3,51,will,Will David cook the fish?,yes,no,5
local_coherence,1,adverb_high,3,51,cook,Will David cook the fish?,yes,no,6
local_coherence,1,adverb_high,3,51,"yesterday,",Will David cook the fish?,yes,no,7
local_coherence,1,adverb_high,3,51,but,Will David cook the fish?,yes,no,8
local_coherence,1,adverb_high,3,51,it,Will David cook the fish?,yes,no,9
local_coherence,1,adverb_high,3,51,is,Will David cook the fish?,yes,no,10
local_coherence,1,adverb_high,3,51,not,Will David cook the fish?,yes,no,11
local_coherence,1,adverb_high,3,51,his,Will David cook the fish?,yes,no,12
local_coherence,1,adverb_high,3,51,favorite,Will David cook the fish?,yes,no,13
local_coherence,1,adverb_high,3,51,kind.,Will David cook the fish?,yes,no,14
local_coherence,1,and_no_comma,1,31,The,Did the audience applaud the guitarist?,yes,no,0
local_coherence,1,and_no_comma,1,31,audience,Did the audience applaud the guitarist?,yes,no,1
local_coherence,1,and_no_comma,1,31,applauded,Did the audience applaud the guitarist?,yes,no,2
local_coherence,1,and_no_comma,1,31,the,Did the audience applaud the guitarist?,yes,no,3
local_coherence,1,and_no_comma,1,31,guitarist,Did the audience applaud the guitarist?,yes,no,4
local_coherence,1,and_no_comma,1,31,and,Did the audience applaud the guitarist?,yes,no,5
local_coherence,1,and_no_comma,1,31,the,Did the audience applaud the guitarist?,yes,no,6
local_coherence,1,and_no_comma,1,31,band,Did the audience applaud the guitarist?,yes,no,7
local_coherence,1,and_no_comma,1,31,cheered,Did the audience applaud the guitarist?,yes,no,8
local_coherence,1,and_no_comma,1,31,for,Did the audience applaud the guitarist?,yes,no,9
local_coherence,1,and_no_comma,1,31,him,Did the audience applaud the guitarist?,yes,no,10
local_coherence,1,and_no_comma,1,31,very,Did the audience applaud the guitarist?,yes,no,11
local_coherence,1,and_no_comma,1,31,loudly.,Did the audience applaud the guitarist?,yes,no,12
local_coherence,1,and_comma,2,40,The,Did the customer get a free dessert?,yes,no,0
local_coherence,1,and_comma,2,40,customer,Did the customer get a free dessert?,yes,no,1
local_coherence,1,and_comma,2,40,complained,Did the customer get a free dessert?,yes,no,2
local_coherence,1,and_comma,2,40,about,Did the customer get a free dessert?,yes,no,3
local_coherence,1,and_comma,2,40,the,Did the customer get a free dessert?,yes,no,4
local_coherence,1,and_comma,2,40,"waiter,",Did the customer get a free dessert?,yes,no,5
local_coherence,1,and_comma,2,40,and,Did the customer get a free dessert?,yes,no,6
local_coherence,1,and_comma,2,40,the,Did the customer get a free dessert?,yes,no,7
local_coherence,1,and_comma,2,40,chef,Did the customer get a free dessert?,yes,no,8
local_coherence,1,and_comma,2,40,gave,Did the customer get a free dessert?,yes,no,9
local_coherence,1,and_comma,2,40,him,Did the customer get a free dessert?,yes,no,10
local_coherence,1,and_comma,2,40,a,Did the customer get a free dessert?,yes,no,11
local_coherence,1,and_comma,2,40,free,Did the customer get a free dessert?,yes,no,12
local_coherence,1,and_comma,2,40,dessert.,Did the customer get a free dessert?,yes,no,13
local_coherence,1,relative_low,6,9,The,Was the daughter of the man beautiful?,yes,no,0
local_coherence,1,relative_low,6,9,daughter,Was the daughter of the man beautiful?,yes,no,1
local_coherence,1,relative_low,6,9,of,Was the daughter of the man beautiful?,yes,no,2
local_coherence,1,relative_low,6,9,the,Was the daughter of the man beautiful?,yes,no,3
local_coherence,1,relative_low,6,9,man,Was the daughter of the man beautiful?,yes,no,4
local_coherence,1,relative_low,6,9,who,Was the daughter of the man beautiful?,yes,no,5
local_coherence,1,relative_low,6,9,complimented,Was the daughter of the man beautiful?,yes,no,6
local_coherence,1,relative_low,6,9,himself,Was the daughter of the man beautiful?,yes,no,7
local_coherence,1,relative_low,6,9,in,Was the daughter of the man beautiful?,yes,no,8
local_coherence,1,relative_low,6,9,public,Was the daughter of the man beautiful?,yes,no,9
local_coherence,1,relative_low,6,9,was,Was the daughter of the man beautiful?,yes,no,10
local_coherence,1,relative_low,6,9,beautiful.,Was the daughter of the man beautiful?,yes,no,11
local_coherence,1,filler,8,118,The,Did the pretty girl clean the house?,no,yes,0
local_coherence,1,filler,8,118,father,Did the pretty girl clean the house?,no,yes,1
local_coherence,1,filler,8,118,of,Did the pretty girl clean the house?,no,yes,2
local_coherence,1,filler,8,118,the,Did the pretty girl clean the house?,no,yes,3
local_coherence,1,filler,8,118,pretty,Did the pretty girl clean the house?,no,yes,4
local_coherence,1,filler,8,118,girl,Did the pretty girl clean the house?,no,yes,5
local_coherence,1,filler,8,118,cleaned,Did the pretty girl clean the house?,no,yes,6
local_coherence,1,filler,8,118,up,Did the pretty girl clean the house?,no,yes,7
local_coherence,1,filler,8,118,the,Did the pretty girl clean the house?,no,yes,8
local_coherence,1,filler,8,118,house,Did the pretty girl clean the house?,no,yes,9
local_coherence,1,filler,8,118,all,Did the pretty girl clean the house?,no,yes,10
local_coherence,1,filler,8,118,by,Did the pretty girl clean the house?,no,yes,11
local_coherence,1,filler,8,118,himself,Did the pretty girl clean the house?,no,yes,12
local_coherence,1,filler,8,118,last,Did the pretty girl clean the house?,no,yes,13
local_coherence,1,filler,8,118,week.,Did the pretty girl clean the house?,no,yes,14
local_coherence,1,filler,8,117,Bill,Will Bill quit his job?,yes,no,0
